user_id:liv, total:   49
user_id:tj2, total:   25
user_id:jse, total:   18
user_id:c10, total:   17
user_id:cor, total:   16
user_id:wkd, total:   16
user_id:sym, total:   15
user_id:kim, total:   14
user_id:cro, total:   13
user_id:psi, total:   12
user_id:A15, total:   12
user_id:loe, total:   11
user_id:ham, total:   10
user_id:jdh, total:   10
user_id:2uo, total:   10
user_id:spa, total:   10
user_id:sav, total:    9
user_id:nos, total:    9
user_id:kim, total:    9
user_id:ais, total:    9
user_id:ges, total:    9
user_id:nek, total:    9
user_id:kj9, total:    9
user_id:Kal, total:    8
user_id:pan, total:    8
user_id:doy, total:    8
user_id:dan, total:    8
user_id:cat, total:    8
user_id:wov, total:    8
user_id:her, total:    7
user_id:ars, total:    7
user_id:lif, total:    7
user_id:mem, total:    7
user_id:fiv, total:    7
user_id:pen, total:    7
user_id:der, total:    7
user_id:dra, total:    7
user_id:mar, total:    7
user_id:sin, total:    7
user_id:msz, total:    6
user_id:hip, total:    6
user_id:jin, total:    6
user_id:new, total:    6
user_id:sla, total:    6
user_id:cad, total:    6
user_id:spi, total:    6
user_id:yak, total:    6
user_id:shu, total:    6
user_id:fru, total:    6
user_id:ohm, total:    6
