user_id:mem, total:   30
user_id:liv, total:   25
user_id:dlw, total:   25
user_id:ges, total:   21
user_id:cle, total:   21
user_id:Jul, total:   20
user_id:mon, total:   16
user_id:fly, total:   15
user_id:mon, total:   15
user_id:mar, total:   12
user_id:asc, total:   12
user_id:kih, total:   11
user_id:dym, total:   11
user_id:gih, total:   11
user_id:apo, total:   10
user_id:dev, total:   10
user_id:hsc, total:   10
user_id:wkd, total:    9
user_id:nuc, total:    9
user_id:swi, total:    9
user_id:lim, total:    9
user_id:zup, total:    9
user_id:sla, total:    9
user_id:ljm, total:    9
user_id:zza, total:    9
user_id:new, total:    9
user_id:jav, total:    9
user_id:pir, total:    9
user_id:log, total:    8
user_id:cor, total:    8
user_id:hin, total:    8
user_id:izu, total:    8
user_id:ama, total:    8
user_id:cro, total:    8
user_id:cre, total:    7
user_id:goh, total:    7
user_id:drp, total:    7
user_id:mis, total:    7
user_id:pic, total:    7
user_id:mir, total:    7
user_id:cho, total:    7
user_id:bae, total:    7
user_id:juy, total:    7
user_id:nou, total:    7
user_id:kj9, total:    7
user_id:ret, total:    6
user_id:dik, total:    6
user_id:lik, total:    6
user_id:kim, total:    6
user_id:red, total:    6
